0,1,0,68665.0,68.0,0.0,8.6,0.01
1,1,0,68665.0,68.0,0.0,8.6,0.01
2,1,0,68665.0,68.0,0.0,8.6,0.01
3,1,0,68665.0,68.0,0.0,8.6,0.01
4,1,0,68665.0,68.0,0.0,8.6,0.01
5,1,0,68665.0,68.0,0.0,8.6,0.01
6,1,0,68665.0,68.0,0.0,8.6,0.01
7,2,8,68665.0,67.97,0.12,8.6,0.01
8,2,8,68665.0,67.97,0.12,8.6,0.01
9,2,8,68665.0,67.97,0.12,8.6,0.01
10,3,20,68665.0,67.97,0.12,8.6,0.01
11,3,20,68665.0,67.97,0.12,8.6,0.01
12,3,20,68665.0,67.97,0.12,8.6,0.01
13,3,20,68665.0,67.97,0.12,8.6,0.01
14,3,20,68665.0,67.97,0.12,8.6,0.01
15,4,46,68665.0,67.94,0.17,8.6,0.01
16,4,46,68665.0,67.94,0.17,8.6,0.01
17,4,46,68665.0,67.94,0.17,8.6,0.01
18,5,92,68665.0,67.91,0.2,8.6,0.01
19,5,92,68665.0,67.91,0.2,8.6,0.01
20,6,148,68665.0,67.88,0.23,8.6,0.01
21,6,148,68665.0,67.88,0.23,8.6,0.01
22,6,148,68665.0,67.88,0.23,8.6,0.01
23,6,148,68665.0,67.88,0.23,8.6,0.01
24,6,148,68665.0,67.88,0.23,8.6,0.01
25,7,236,68665.0,67.81,0.33,8.6,0.01
26,7,236,68665.0,67.81,0.33,8.6,0.01
27,7,236,68665.0,67.81,0.33,8.6,0.01
28,8,326,68665.0,67.78,0.35,8.6,0.01
29,8,326,68665.0,67.78,0.35,8.6,0.01
30,9,432,68665.0,67.75,0.36,8.6,0.01
31,9,432,68665.0,67.75,0.36,8.6,0.01
32,9,432,68665.0,67.75,0.36,8.6,0.01
33,9,432,68665.0,67.75,0.36,8.6,0.01
34,10,540,68665.0,67.72,0.37,8.6,0.01
35,10,540,68665.0,67.72,0.37,8.6,0.01
36,10,540,68665.0,67.72,0.37,8.6,0.01
37,10,540,68665.0,67.72,0.37,8.6,0.01
38,10,540,68665.0,67.72,0.37,8.6,0.01
39,10,540,68665.0,67.72,0.37,8.6,0.01
40,10,540,68665.0,67.72,0.37,8.6,0.01
41,11,664,68665.0,67.69,0.39,8.6,0.01
42,12,810,68665.0,67.66,0.4,8.6,0.01
43,12,810,68665.0,67.66,0.4,8.6,0.01
44,12,810,68665.0,67.63,0.41,8.6,0.01
45,12,810,68665.0,67.63,0.41,8.6,0.01
46,12,810,68665.0,67.63,0.41,8.6,0.01
47,12,810,68665.0,67.63,0.41,8.6,0.01
48,12,810,68665.0,67.63,0.41,8.6,0.01
49,12,810,68665.0,67.63,0.41,8.6,0.01
50,12,810,68665.0,67.63,0.41,8.6,0.01
51,12,810,68665.0,67.63,0.41,8.6,0.01
52,12,810,68665.0,67.6,0.41,8.6,0.01
53,12,810,68665.0,67.58,0.42,8.6,0.01
54,12,810,68665.0,67.58,0.42,8.6,0.01
55,12,810,68665.0,67.58,0.42,8.6,0.01
56,12,810,68665.0,67.58,0.42,8.6,0.01
57,12,810,68665.0,67.58,0.42,8.6,0.01
58,12,810,68665.0,67.58,0.42,8.6,0.01
59,13,972,68665.0,67.55,0.43,8.6,0.01
60,14,1110,68665.0,67.52,0.44,8.6,0.01
61,14,1110,68665.0,67.52,0.44,8.6,0.01
62,14,1110,68665.0,67.52,0.44,8.6,0.01
63,14,1110,68665.0,67.52,0.44,8.6,0.01
64,14,1110,68665.0,67.52,0.44,8.6,0.01
65,14,1110,68665.0,67.52,0.44,8.6,0.01
66,14,1110,68665.0,67.52,0.44,8.6,0.01
67,14,1110,68665.0,67.52,0.44,8.6,0.01
68,14,1110,68665.0,67.52,0.44,8.6,0.01
69,14,1110,68665.0,67.52,0.44,8.6,0.01
70,14,1110,68665.0,67.52,0.44,8.6,0.01
71,14,1110,68665.0,67.52,0.44,8.6,0.01
72,14,1110,68665.0,67.52,0.44,8.6,0.01
73,14,1110,68665.0,67.52,0.44,8.6,0.01
74,14,1110,68665.0,67.52,0.44,8.6,0.01
75,15,1340,68665.0,67.46,0.48,8.6,0.01
76,16,1528,68665.0,67.43,0.48,8.6,0.01
77,16,1528,68665.0,67.43,0.48,8.6,0.01
78,16,1528,68665.0,67.43,0.48,8.6,0.01
79,16,1528,68665.0,67.43,0.48,8.6,0.01
80,16,1528,68665.0,67.43,0.48,8.6,0.01
81,17,1800,68665.0,67.37,0.51,8.6,0.01
82,17,1800,68665.0,67.37,0.51,8.6,0.01
