0,1,0,27944.0,35.0,0.0,8.4,0.0
1,1,0,27944.0,35.0,0.0,8.4,0.0
2,1,0,27944.0,35.0,0.0,8.4,0.0
3,1,0,27944.0,35.0,0.0,8.4,0.0
4,1,0,27944.0,35.0,0.0,8.4,0.0
5,1,0,27944.0,35.0,0.0,8.4,0.0
6,1,0,27944.0,35.0,0.0,8.4,0.0
7,1,0,27944.0,35.0,0.0,8.4,0.0
8,1,0,27944.0,35.0,0.0,8.4,0.0
9,1,0,27944.0,35.0,0.0,8.4,0.0
10,1,0,27944.0,35.0,0.0,8.4,0.0
11,1,0,27944.0,35.0,0.0,8.4,0.0
12,1,0,27944.0,35.0,0.0,8.4,0.0
13,1,0,27944.0,35.0,0.0,8.4,0.0
14,1,0,27944.0,35.0,0.0,8.4,0.0
15,1,0,27944.0,35.0,0.0,8.4,0.0
16,1,0,27944.0,35.0,0.0,8.4,0.0
17,1,0,27944.0,35.0,0.0,8.4,0.0
18,1,0,27944.0,35.0,0.0,8.4,0.0
19,1,0,27944.0,35.0,0.0,8.4,0.0
20,1,0,27944.0,35.0,0.0,8.4,0.0
21,2,4,27944.0,34.94,0.17,8.41,0.0
22,2,4,27944.0,34.94,0.17,8.41,0.0
23,2,4,27944.0,34.94,0.17,8.41,0.0
24,2,4,27944.0,34.94,0.17,8.41,0.0
25,2,4,27944.0,34.94,0.17,8.41,0.0
26,2,4,27944.0,34.94,0.17,8.41,0.0
27,2,4,27944.0,34.94,0.17,8.41,0.0
28,2,4,27944.0,34.94,0.17,8.41,0.0
29,2,4,27944.0,34.94,0.17,8.41,0.0
30,2,4,27944.0,34.94,0.17,8.41,0.0
31,2,4,27944.0,34.94,0.17,8.41,0.0
32,2,4,27944.0,34.94,0.17,8.41,0.0
33,2,4,27944.0,34.94,0.17,8.41,0.0
34,2,4,27944.0,34.94,0.17,8.41,0.0
35,2,4,27944.0,34.94,0.17,8.41,0.0
36,2,4,27944.0,34.94,0.17,8.41,0.0
37,2,4,27944.0,34.94,0.17,8.41,0.0
38,2,4,27944.0,34.94,0.17,8.41,0.0
39,2,4,27944.0,34.94,0.17,8.41,0.0
40,3,20,27944.0,34.88,0.23,8.41,0.0
41,3,20,27944.0,34.88,0.23,8.41,0.0
42,3,20,27944.0,34.88,0.23,8.41,0.0
43,3,20,27944.0,34.88,0.23,8.41,0.0
44,3,20,27944.0,34.88,0.23,8.41,0.0
45,3,20,27944.0,34.88,0.23,8.41,0.0
46,3,20,27944.0,34.88,0.23,8.41,0.0
47,3,20,27944.0,34.88,0.23,8.41,0.0
48,4,48,27944.0,34.81,0.28,8.41,0.0
49,4,48,27944.0,34.81,0.28,8.41,0.0
50,4,48,27944.0,34.81,0.28,8.41,0.0
51,4,48,27944.0,34.81,0.28,8.41,0.0
52,4,48,27944.0,34.81,0.28,8.41,0.0
53,4,48,27944.0,34.81,0.28,8.41,0.0
54,4,48,27944.0,34.81,0.28,8.41,0.0
55,4,48,27944.0,34.81,0.28,8.41,0.0
56,4,48,27944.0,34.76,0.3,8.41,0.0
57,4,48,27944.0,34.76,0.3,8.41,0.0
58,4,48,27944.0,34.76,0.3,8.41,0.0
