0,2,2,99,99.97,0.12,99.0,0.0
1,3,8,99,99.94,0.17,99.0,0.0
2,4,18,99,99.91,0.21,99.0,0.0
3,5,32,99,99.87,0.24,99.0,0.0
4,6,50,99,99.84,0.26,99.0,0.0
5,7,72,99,99.81,0.29,99.0,0.0
6,7,72,99,99.78,0.31,99.0,0.0
7,8,98,99,99.75,0.32,99.0,0.0
8,9,128,99,99.72,0.34,99.0,0.0
9,9,128,99,99.69,0.36,99.0,0.0
10,10,162,99,99.66,0.37,99.0,0.0
11,11,200,99,99.63,0.38,99.0,0.0
12,12,242,99,99.59,0.39,99.0,0.0
13,13,288,99,99.56,0.4,99.0,0.0
14,14,338,99,99.53,0.42,99.0,0.0
15,15,392,99,99.5,0.42,99.0,0.0
16,16,450,99,99.47,0.43,99.0,0.0
17,17,512,99,99.44,0.44,99.0,0.0
18,18,578,99,99.41,0.45,99.0,0.0
19,19,648,99,99.38,0.45,99.0,0.0
20,20,722,99,99.34,0.46,99.0,0.0
21,21,800,99,99.31,0.47,99.0,0.0
22,22,882,99,99.28,0.47,99.0,0.0
23,23,968,99,99.25,0.48,99.0,0.0
24,24,1058,99,99.22,0.48,99.0,0.0
25,25,1152,99,99.19,0.48,99.0,0.0
26,25,1152,99,99.16,0.48,99.0,0.0
27,26,1250,99,99.13,0.49,99.0,0.0
28,27,1352,99,99.1,0.49,99.0,0.0
29,27,1352,99,99.06,0.49,99.0,0.0
30,28,1458,99,99.03,0.49,99.0,0.0
31,29,1568,99,99.0,0.49,99.0,0.0
32,30,1682,99,98.97,0.49,99.0,0.0
33,31,1800,99,98.94,0.49,99.0,0.0
34,31,1800,99,98.91,0.49,99.0,0.0
35,31,1800,99,98.88,0.49,99.0,0.0
36,32,1922,99,98.85,0.48,99.0,0.0
37,33,2048,99,98.82,0.48,99.0,0.0
38,33,2048,99,98.79,0.48,99.0,0.0
39,33,2048,99,98.75,0.47,99.0,0.0
40,34,2178,99,98.72,0.47,99.0,0.0
41,35,2312,99,98.69,0.46,99.0,0.0
42,35,2312,99,98.66,0.46,99.0,0.0
43,36,2450,99,98.63,0.45,99.0,0.0
44,37,2592,99,98.6,0.45,99.0,0.0
45,37,2592,99,98.57,0.44,99.0,0.0
46,37,2592,99,98.54,0.43,99.0,0.0
47,37,2592,99,98.51,0.42,99.0,0.0
48,38,2738,99,98.48,0.41,99.0,0.0
